Ship Mode,Segment,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,ship_days,order_month,order_quarter,order_dayofweek,order_year,order_day,margin_potential
Standard Class,Consumer,Los Angeles,California,90036,West,Office Supplies,Paper,19.44,3,0.0,9.3312,5,11,4,1,2015,24,19.44
Standard Class,Consumer,Los Angeles,California,90036,West,Office Supplies,Storage,454.86,7,0.0,54.5832,5,11,4,1,2015,24,454.86
Standard Class,Home Office,Los Angeles,California,90036,West,Office Supplies,Storage,1575.14,7,0.0,204.7682,6,10,4,0,2017,2,1575.14
Standard Class,Corporate,Los Angeles,California,90036,West,Technology,Accessories,66.3,3,0.0,8.619,4,3,1,2,2014,26,66.3
Standard Class,Corporate,Los Angeles,California,90036,West,Furniture,Furnishings,43.13,1,0.0,18.1146,7,3,1,0,2015,16,43.13
Second Class,Consumer,Los Angeles,California,90036,West,Office Supplies,Paper,67.71,3,0.0,32.5008,3,11,4,3,2016,10,67.71
Second Class,Consumer,Los Angeles,California,90036,West,Office Supplies,Appliances,129.92,4,0.0,38.976,3,11,4,3,2016,10,129.92
Second Class,Consumer,Los Angeles,California,90036,West,Furniture,Furnishings,467.46,9,0.0,191.6586,3,11,4,3,2016,10,467.46
Second Class,Consumer,Los Angeles,California,90036,West,Office Supplies,Paper,61.4,5,0.0,28.858,3,11,4,3,2016,10,61.4
Second Class,Consumer,Los Angeles,California,90036,West,Office Supplies,Storage,720.76,4,0.0,187.3976,3,11,4,3,2016,10,720.76
Second Class,Consumer,Los Angeles,California,90036,West,Office Supplies,Art,14.7,5,0.0,3.969,3,11,4,3,2016,10,14.7
Standard Class,Corporate,Los Angeles,California,90036,West,Furniture,Furnishings,37.68,2,0.0,15.8256,6,4,2,0,2015,13,37.68
Standard Class,Corporate,Los Angeles,California,90036,West,Office Supplies,Appliances,75.84,2,0.0,29.5776,6,4,2,0,2015,13,75.84
Second Class,Consumer,Los Angeles,California,90036,West,Office Supplies,Paper,166.44,3,0.0,79.8912,5,9,3,1,2017,12,166.44
Same Day,Consumer,Los Angeles,California,90036,West,Office Supplies,Paper,61.96,2,0.0,27.882,0,10,4,5,2016,8,61.96
Standard Class,Corporate,Los Angeles,California,90036,West,Office Supplies,Storage,99.87,3,0.0,23.9688,5,9,3,5,2017,9,99.87
Standard Class,Corporate,Los Angeles,California,90036,West,Furniture,Furnishings,6.28,1,0.0,2.6376,4,8,3,0,2014,25,6.28
Standard Class,Corporate,Los Angeles,California,90036,West,Technology,Accessories,95.1,5,0.0,30.432,4,8,3,0,2014,25,95.1
Standard Class,Corporate,Los Angeles,California,90036,West,Office Supplies,Paper,25.92,4,0.0,12.4416,4,8,3,0,2014,25,25.92
Standard Class,Corporate,Los Angeles,California,90036,West,Office Supplies,Storage,48.84,4,0.0,13.1868,4,8,3,0,2014,25,48.84
Standard Class,Home Office,Los Angeles,California,90036,West,Furniture,Furnishings,15.24,3,0.0,5.1816,4,12,4,0,2015,14,15.24
Standard Class,Corporate,Los Angeles,California,90036,West,Technology,Accessories,44.75,5,0.0,8.5025,4,6,2,5,2017,3,44.75
Standard Class,Corporate,Los Angeles,California,90036,West,Office Supplies,Paper,11.96,2,0.0,5.382,4,6,2,5,2017,3,11.96
Second Class,Home Office,Los Angeles,California,90036,West,Office Supplies,Paper,13.36,2,0.0,6.4128,5,12,4,5,2017,16,13.36
Second Class,Home Office,Los Angeles,California,90036,West,Office Supplies,Storage,158.9,5,0.0,7.945,5,12,4,5,2017,16,158.9
Standard Class,Consumer,Los Angeles,California,90036,West,Office Supplies,Appliances,168.1,5,0.0,43.706,5,11,4,3,2017,2,168.1
Standard Class,Corporate,Los Angeles,California,90036,West,Office Supplies,Paper,32.04,4,0.0,14.418,5,5,2,0,2016,9,32.04
Standard Class,Consumer,Los Angeles,California,90036,West,Office Supplies,Paper,154.9,5,0.0,69.705,5,1,1,5,2017,14,154.9
Standard Class,Home Office,Los Angeles,California,90036,West,Office Supplies,Art,21.4,5,0.0,6.206,4,4,2,5,2014,26,21.4
Standard Class,Home Office,Los Angeles,California,90036,West,Office Supplies,Labels,12.6,2,0.0,5.796,4,4,2,5,2014,26,12.6
Standard Class,Consumer,Los Angeles,California,90036,West,Furniture,Furnishings,59.99,7,0.0,21.5964,6,1,1,5,2016,23,59.99
First Class,Consumer,Los Angeles,California,90036,West,Office Supplies,Paper,19.44,3,0.0,9.3312,2,4,2,1,2016,12,19.44
Same Day,Consumer,Los Angeles,California,90036,West,Office Supplies,Art,6.08,2,0.0,2.0672,0,3,1,3,2017,30,6.08
Standard Class,Corporate,Los Angeles,California,90036,West,Office Supplies,Storage,221.96,2,0.0,4.4392,4,12,4,1,2015,8,221.96
Standard Class,Corporate,Los Angeles,California,90036,West,Technology,Accessories,236.0,4,0.0,40.12,4,12,4,1,2015,8,236.0
First Class,Consumer,Los Angeles,California,90036,West,Office Supplies,Art,99.2,5,0.0,25.792,2,9,3,4,2017,29,99.2
Standard Class,Consumer,Los Angeles,California,90036,West,Office Supplies,Paper,25.92,4,0.0,12.4416,7,8,3,6,2017,20,25.92
Standard Class,Corporate,Los Angeles,California,90036,West,Technology,Accessories,1649.95,5,0.0,659.98,6,7,3,2,2017,26,1649.95
First Class,Consumer,Los Angeles,California,90036,West,Office Supplies,Appliances,61.44,3,0.0,16.5888,3,6,2,6,2017,11,61.44
Standard Class,Corporate,Los Angeles,California,90036,West,Office Supplies,Paper,105.52,4,0.0,48.5392,6,2,1,0,2016,1,105.52
Standard Class,Consumer,Los Angeles,California,90036,West,Office Supplies,Paper,19.98,2,0.0,8.991,4,3,1,5,2016,12,19.98
Second Class,Corporate,Los Angeles,California,90036,West,Office Supplies,Art,39.68,2,0.0,10.3168,4,1,1,3,2016,28,39.68
Second Class,Consumer,Los Angeles,California,90036,West,Office Supplies,Paper,17.12,4,0.0,7.704,5,12,4,6,2015,20,17.12
Same Day,Corporate,Los Angeles,California,90036,West,Office Supplies,Supplies,231.72,2,0.0,11.586,0,6,2,6,2016,26,231.72
Same Day,Corporate,Los Angeles,California,90036,West,Office Supplies,Fasteners,17.9,5,0.0,8.95,0,6,2,6,2016,26,17.9
Same Day,Corporate,Los Angeles,California,90036,West,Office Supplies,Paper,12.48,2,0.0,5.616,0,6,2,6,2016,26,12.48
Second Class,Corporate,Los Angeles,California,90036,West,Office Supplies,Storage,276.28,2,0.0,0.0,3,7,3,6,2014,27,276.28
Standard Class,Home Office,Los Angeles,California,90036,West,Office Supplies,Labels,22.05,7,0.0,10.584,6,6,2,0,2016,6,22.05
Standard Class,Home Office,Los Angeles,California,90036,West,Office Supplies,Paper,99.9,5,0.0,46.953,6,6,2,0,2016,6,99.9
Standard Class,Consumer,Los Angeles,California,90036,West,Furniture,Furnishings,94.68,9,0.0,31.2444,4,9,3,4,2016,2,94.68
Standard Class,Consumer,Los Angeles,California,90036,West,Office Supplies,Storage,23.67,3,0.0,0.9468,4,9,3,4,2016,2,23.67
Standard Class,Consumer,Los Angeles,California,90036,West,Office Supplies,Art,18.69,7,0.0,5.2332,4,9,3,4,2016,2,18.69
Standard Class,Consumer,Los Angeles,California,90036,West,Office Supplies,Paper,211.04,8,0.0,97.0784,6,9,3,5,2017,23,211.04
Standard Class,Consumer,Los Angeles,California,90004,West,Technology,Accessories,13.98,2,0.0,6.1512,6,11,4,1,2015,24,13.98
Standard Class,Consumer,Los Angeles,California,90004,West,Office Supplies,Paper,146.73,3,0.0,68.9631,6,11,4,1,2015,24,146.73
Standard Class,Consumer,Los Angeles,California,90004,West,Furniture,Furnishings,79.76,4,0.0,22.3328,6,11,4,1,2015,24,79.76
Second Class,Home Office,Los Angeles,California,90004,West,Furniture,Furnishings,238.56,3,0.0,26.2416,4,11,4,6,2016,6,238.56
Standard Class,Consumer,Los Angeles,California,90004,West,Office Supplies,Paper,20.94,3,0.0,9.8418,4,8,3,1,2014,5,20.94
Standard Class,Consumer,Los Angeles,California,90004,West,Office Supplies,Paper,110.96,2,0.0,53.2608,4,8,3,1,2014,5,110.96
Standard Class,Consumer,Los Angeles,California,90004,West,Office Supplies,Supplies,51.52,4,0.0,1.5456,4,9,3,3,2015,10,51.52
Standard Class,Consumer,Los Angeles,California,90004,West,Office Supplies,Paper,58.32,9,0.0,27.9936,5,8,3,0,2015,31,58.32
Second Class,Home Office,Los Angeles,California,90004,West,Office Supplies,Labels,11.56,4,0.0,5.4332,3,12,4,5,2014,27,11.56
Standard Class,Corporate,Los Angeles,California,90004,West,Office Supplies,Labels,8.67,3,0.0,4.0749,4,7,3,1,2017,11,8.67
Standard Class,Home Office,Los Angeles,California,90004,West,Office Supplies,Art,6.72,4,0.0,3.36,6,8,3,5,2015,1,6.72
Same Day,Consumer,Los Angeles,California,90004,West,Office Supplies,Paper,122.97,3,0.0,60.2553,0,6,2,6,2017,11,122.97
First Class,Consumer,Los Angeles,California,90004,West,Office Supplies,Envelopes,21.84,3,0.0,10.4832,2,11,4,6,2014,23,21.84
First Class,Consumer,Los Angeles,California,90004,West,Technology,Accessories,29.99,1,0.0,6.2979,2,11,4,6,2014,23,29.99
Standard Class,Consumer,Los Angeles,California,90004,West,Office Supplies,Paper,368.91,9,0.0,180.7659,4,11,4,1,2015,24,368.91
Standard Class,Consumer,Los Angeles,California,90004,West,Office Supplies,Art,14.7,5,0.0,6.615,4,11,4,1,2015,24,14.7
Second Class,Consumer,Los Angeles,California,90004,West,Office Supplies,Paper,13.36,2,0.0,6.4128,3,2,1,6,2015,15,13.36
Second Class,Consumer,Los Angeles,California,90004,West,Office Supplies,Appliances,541.44,6,0.0,157.0176,3,2,1,6,2015,15,541.44
Second Class,Consumer,Los Angeles,California,90004,West,Office Supplies,Paper,19.44,3,0.0,9.3312,3,2,1,6,2015,15,19.44
Second Class,Corporate,Los Angeles,California,90004,West,Office Supplies,Storage,41.96,2,0.0,2.9372,2,9,3,5,2016,24,41.96
Second Class,Corporate,Los Angeles,California,90004,West,Office Supplies,Paper,41.7,5,0.0,20.85,2,9,3,5,2016,24,41.7
Standard Class,Consumer,Los Angeles,California,90004,West,Office Supplies,Envelopes,17.48,2,0.0,8.2156,6,9,3,4,2015,25,17.48
Standard Class,Home Office,Los Angeles,California,90004,West,Office Supplies,Storage,5.98,1,0.0,1.0166,4,5,2,3,2016,5,5.98
Second Class,Corporate,Los Angeles,California,90004,West,Office Supplies,Art,32.4,5,0.0,10.368,3,6,2,0,2014,30,32.4
Same Day,Consumer,Los Angeles,California,90004,West,Office Supplies,Storage,77.88,2,0.0,3.894,0,10,4,5,2015,17,77.88
Standard Class,Consumer,Los Angeles,California,90004,West,Office Supplies,Appliances,262.24,2,0.0,78.672,6,5,2,5,2016,28,262.24
Standard Class,Consumer,Los Angeles,California,90004,West,Office Supplies,Paper,182.72,8,0.0,84.0512,6,5,2,5,2016,28,182.72
Standard Class,Consumer,Los Angeles,California,90004,West,Technology,Accessories,131.6,7,0.0,7.896,6,5,2,5,2016,28,131.6
Standard Class,Consumer,Los Angeles,California,90004,West,Office Supplies,Storage,217.85,5,0.0,65.355,4,9,3,0,2017,4,217.85
Second Class,Corporate,Los Angeles,California,90004,West,Office Supplies,Storage,69.52,2,0.0,19.4656,5,5,2,2,2017,3,69.52
Second Class,Corporate,Los Angeles,California,90004,West,Office Supplies,Storage,763.44,8,0.0,45.8064,5,5,2,2,2017,3,763.44
Standard Class,Corporate,Los Angeles,California,90004,West,Office Supplies,Labels,9.24,3,0.0,4.4352,4,2,1,2,2015,18,9.24
Standard Class,Home Office,Los Angeles,California,90004,West,Office Supplies,Appliances,43.92,4,0.0,11.8584,6,9,3,5,2014,20,43.92
Second Class,Home Office,Los Angeles,California,90004,West,Office Supplies,Art,11.16,2,0.0,2.79,4,12,4,5,2017,9,11.16
Second Class,Home Office,Los Angeles,California,90004,West,Office Supplies,Appliances,189.0,1,0.0,68.04,4,12,4,5,2017,9,189.0
Standard Class,Home Office,Los Angeles,California,90004,West,Office Supplies,Labels,5.78,2,0.0,2.7166,5,5,2,1,2014,6,5.78
Standard Class,Home Office,Los Angeles,California,90004,West,Office Supplies,Art,107.94,6,0.0,30.2232,5,5,2,1,2014,6,107.94
Standard Class,Corporate,Los Angeles,California,90004,West,Office Supplies,Paper,11.96,2,0.0,5.8604,7,3,1,3,2015,19,11.96
Standard Class,Corporate,Los Angeles,California,90004,West,Office Supplies,Supplies,17.76,2,0.0,4.9728,5,12,4,0,2016,26,17.76
Standard Class,Corporate,Los Angeles,California,90004,West,Office Supplies,Appliances,7.9,2,0.0,2.054,5,12,4,0,2016,26,7.9
Standard Class,Corporate,Los Angeles,California,90004,West,Office Supplies,Art,53.97,3,0.0,15.1116,5,12,4,0,2016,26,53.97
Second Class,Home Office,Los Angeles,California,90004,West,Office Supplies,Storage,947.17,7,0.0,9.4717,2,4,2,5,2015,18,947.17
Second Class,Home Office,Los Angeles,California,90004,West,Office Supplies,Paper,61.96,2,0.0,27.882,2,4,2,5,2015,18,61.96
First Class,Consumer,Los Angeles,California,90004,West,Office Supplies,Paper,17.94,3,0.0,8.073,2,5,2,6,2016,8,17.94
Standard Class,Consumer,Los Angeles,California,90004,West,Furniture,Furnishings,77.6,4,0.0,38.024,4,1,1,1,2015,13,77.6
Standard Class,Consumer,Los Angeles,California,90004,West,Furniture,Furnishings,464.85,9,0.0,92.97,4,1,1,1,2015,13,464.85
Standard Class,Home Office,Los Angeles,California,90004,West,Technology,Accessories,79.99,1,0.0,28.7964,5,5,2,6,2017,7,79.99
Standard Class,Corporate,Los Angeles,California,90004,West,Office Supplies,Paper,8.0,2,0.0,3.84,6,5,2,1,2014,13,8.0
Standard Class,Corporate,Los Angeles,California,90004,West,Office Supplies,Appliances,39.0,12,0.0,11.31,7,11,4,6,2016,20,39.0
Second Class,Consumer,Los Angeles,California,90004,West,Office Supplies,Art,6.56,2,0.0,1.9024,5,9,3,5,2017,9,6.56
Second Class,Consumer,Los Angeles,California,90004,West,Office Supplies,Paper,47.52,9,0.0,22.8096,5,9,3,5,2017,9,47.52
Second Class,Home Office,Los Angeles,California,90004,West,Office Supplies,Appliances,7.78,2,0.0,2.0228,2,11,4,1,2014,11,7.78
Second Class,Home Office,Los Angeles,California,90004,West,Office Supplies,Paper,123.92,4,0.0,55.764,2,11,4,1,2014,11,123.92
Standard Class,Consumer,Los Angeles,California,90004,West,Furniture,Furnishings,19.76,4,0.0,8.2992,4,9,3,3,2017,7,19.76
Standard Class,Consumer,Los Angeles,California,90004,West,Office Supplies,Storage,87.92,4,0.0,0.8792,5,7,3,0,2017,3,87.92
Standard Class,Consumer,Los Angeles,California,90004,West,Furniture,Furnishings,14.76,2,0.0,4.2804,7,12,4,3,2016,15,14.76
Standard Class,Home Office,Los Angeles,California,90004,West,Office Supplies,Paper,38.88,6,0.0,18.6624,4,11,4,4,2016,4,38.88
Standard Class,Corporate,Los Angeles,California,90004,West,Technology,Accessories,254.97,3,0.0,91.7892,7,8,3,6,2016,21,254.97
Standard Class,Corporate,Los Angeles,California,90004,West,Office Supplies,Paper,12.96,2,0.0,6.2208,7,8,3,6,2016,21,12.96
Standard Class,Corporate,Los Angeles,California,90004,West,Office Supplies,Paper,47.52,9,0.0,21.384,7,8,3,6,2016,21,47.52
Standard Class,Corporate,Los Angeles,California,90004,West,Office Supplies,Envelopes,21.34,2,0.0,9.8164,7,4,2,5,2015,25,21.34
Second Class,Consumer,Los Angeles,California,90004,West,Office Supplies,Storage,99.87,3,0.0,23.9688,3,8,3,3,2017,3,99.87
Second Class,Consumer,Los Angeles,California,90004,West,Office Supplies,Paper,52.76,2,0.0,24.2696,3,4,2,5,2015,11,52.76
Standard Class,Corporate,Los Angeles,California,90004,West,Office Supplies,Supplies,29.7,3,0.0,8.019,7,3,1,4,2017,31,29.7
Standard Class,Consumer,Los Angeles,California,90004,West,Office Supplies,Art,7.44,3,0.0,2.604,4,11,4,1,2014,25,7.44
Standard Class,Corporate,Los Angeles,California,90004,West,Office Supplies,Paper,37.52,4,0.0,18.0096,5,5,2,1,2017,30,37.52
Second Class,Corporate,Los Angeles,California,90004,West,Office Supplies,Art,70.95,3,0.0,18.447,4,4,2,6,2014,6,70.95
Second Class,Corporate,Los Angeles,California,90004,West,Technology,Accessories,299.97,3,0.0,131.9868,4,4,2,6,2014,6,299.97
Standard Class,Consumer,Los Angeles,California,90004,West,Furniture,Furnishings,312.03,3,0.0,43.6842,7,8,3,0,2016,15,312.03
Standard Class,Consumer,Los Angeles,California,90004,West,Office Supplies,Storage,17.94,3,0.0,3.0498,7,8,3,0,2016,15,17.94
Standard Class,Consumer,Los Angeles,California,90004,West,Office Supplies,Paper,37.52,4,0.0,18.0096,7,8,3,0,2016,15,37.52
Standard Class,Corporate,Los Angeles,California,90004,West,Office Supplies,Paper,10.86,2,0.0,5.3214,4,5,2,0,2015,18,10.86
Standard Class,Corporate,Los Angeles,California,90004,West,Office Supplies,Art,23.04,8,0.0,6.912,4,12,4,3,2016,1,23.04
Standard Class,Consumer,Los Angeles,California,90032,West,Furniture,Furnishings,48.86,7,0.0,14.1694,5,6,2,0,2014,9,48.86
Standard Class,Consumer,Los Angeles,California,90032,West,Office Supplies,Art,7.28,4,0.0,1.9656,5,6,2,0,2014,9,7.28
Standard Class,Consumer,Los Angeles,California,90032,West,Office Supplies,Appliances,114.9,5,0.0,34.47,5,6,2,0,2014,9,114.9
Standard Class,Home Office,Los Angeles,California,90032,West,Technology,Accessories,176.8,8,0.0,22.984,4,8,3,1,2014,26,176.8
Standard Class,Consumer,Los Angeles,California,90032,West,Office Supplies,Storage,93.06,6,0.0,26.0568,4,10,4,4,2016,28,93.06
First Class,Consumer,Los Angeles,California,90032,West,Technology,Accessories,66.26,2,0.0,27.1666,2,5,2,5,2016,21,66.26
Standard Class,Consumer,Los Angeles,California,90032,West,Furniture,Furnishings,47.94,3,0.0,2.397,4,9,3,3,2017,7,47.94
Standard Class,Consumer,Los Angeles,California,90032,West,Office Supplies,Paper,20.04,3,0.0,9.6192,4,4,2,4,2016,8,20.04
Standard Class,Consumer,Los Angeles,California,90032,West,Office Supplies,Storage,64.96,2,0.0,2.5984,4,4,2,4,2016,8,64.96
Standard Class,Consumer,Los Angeles,California,90032,West,Office Supplies,Paper,12.96,2,0.0,6.2208,4,4,2,4,2016,8,12.96
Standard Class,Corporate,Los Angeles,California,90032,West,Office Supplies,Paper,38.88,6,0.0,18.6624,5,12,4,6,2016,18,38.88
Standard Class,Corporate,Los Angeles,California,90032,West,Furniture,Furnishings,183.84,8,0.0,62.5056,5,12,4,6,2016,18,183.84
Standard Class,Corporate,Los Angeles,California,90032,West,Office Supplies,Supplies,579.3,5,0.0,28.965,5,12,4,6,2016,18,579.3
Same Day,Consumer,Los Angeles,California,90032,West,Office Supplies,Paper,13.44,3,0.0,6.5856,0,10,4,6,2014,19,13.44
Standard Class,Corporate,Los Angeles,California,90032,West,Office Supplies,Art,14.52,3,0.0,4.7916,4,6,2,4,2014,13,14.52
Second Class,Consumer,Los Angeles,California,90032,West,Office Supplies,Fasteners,21.48,6,0.0,10.74,2,7,3,0,2016,25,21.48
First Class,Consumer,Los Angeles,California,90032,West,Office Supplies,Art,16.4,5,0.0,4.756,3,6,2,5,2017,10,16.4
Same Day,Corporate,Los Angeles,California,90032,West,Office Supplies,Paper,10.86,2,0.0,5.3214,1,12,4,5,2017,2,10.86
Same Day,Corporate,Los Angeles,California,90032,West,Office Supplies,Appliances,79.47,3,0.0,22.2516,1,12,4,5,2017,2,79.47
Same Day,Corporate,Los Angeles,California,90032,West,Office Supplies,Art,10.08,6,0.0,5.04,1,12,4,5,2017,2,10.08
First Class,Consumer,Los Angeles,California,90032,West,Technology,Accessories,82.95,5,0.0,29.0325,3,11,4,3,2016,3,82.95
First Class,Consumer,Los Angeles,California,90032,West,Office Supplies,Labels,87.71,7,0.0,41.2237,3,11,4,3,2016,3,87.71
First Class,Consumer,Los Angeles,California,90032,West,Office Supplies,Appliances,1101.48,4,0.0,429.5772,3,11,4,3,2016,3,1101.48
First Class,Corporate,Los Angeles,California,90032,West,Office Supplies,Paper,15.7,5,0.0,7.065,2,11,4,3,2015,12,15.7
Standard Class,Consumer,Los Angeles,California,90032,West,Office Supplies,Fasteners,45.92,4,0.0,21.5824,5,12,4,3,2015,24,45.92
Second Class,Corporate,Los Angeles,California,90032,West,Technology,Accessories,12.99,1,0.0,0.7794,5,2,1,6,2016,21,12.99
Second Class,Corporate,Los Angeles,California,90032,West,Office Supplies,Storage,449.15,5,0.0,8.983,5,2,1,6,2016,21,449.15
Standard Class,Consumer,Los Angeles,California,90032,West,Furniture,Furnishings,24.7,5,0.0,10.374,6,4,2,4,2016,8,24.7
Standard Class,Corporate,Los Angeles,California,90032,West,Office Supplies,Storage,54.32,4,0.0,0.5432,6,9,3,0,2017,4,54.32
Standard Class,Consumer,Los Angeles,California,90032,West,Furniture,Furnishings,12.56,2,0.0,4.0192,4,6,2,4,2015,19,12.56
Standard Class,Consumer,Los Angeles,California,90032,West,Office Supplies,Paper,6.48,1,0.0,3.1104,4,6,2,4,2015,19,6.48
Standard Class,Consumer,Los Angeles,California,90032,West,Office Supplies,Envelopes,186.69,3,0.0,87.7443,4,6,2,4,2015,19,186.69
Standard Class,Consumer,Los Angeles,California,90032,West,Office Supplies,Paper,38.88,6,0.0,19.0512,5,6,2,6,2017,18,38.88
Standard Class,Consumer,Los Angeles,California,90032,West,Office Supplies,Paper,10.56,2,0.0,5.0688,5,10,4,4,2016,7,10.56
First Class,Consumer,Los Angeles,California,90032,West,Office Supplies,Paper,35.2,5,0.0,16.544,2,10,4,0,2017,9,35.2
Standard Class,Consumer,Los Angeles,California,90032,West,Furniture,Furnishings,9.24,3,0.0,4.4352,6,9,3,3,2017,28,9.24
